objectid,filename,title,creator,publisherpublication,place,date,description,subject,page,vol-issue,latitude,longitude,collection,identifier,format-original,type,format,language,rights,rightsstatement
josephy0360,o5PnKfKS0lI,The Nature Conservancy,,,Josephy Library,,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYo5PnKfKS0lI,video,video,youtube-link,eng,,
josephy0361,mCuh_zdET80,Tunisian Student,,,Josephy Library,,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYmCuh_zdET80,video,video,youtube-link,eng,,
josephy0362,9ki9fu-tbSo,From Maxville to Vanport Performance,,,Josephy Library,2017-11-04,,,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYY9ki9fu-tbSo,video,video,youtube-link,eng,,
josephy0363,xygOpbsA6gs,Dog Training,Carol Vencil,,Josephy Library,2018-01-30,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYxygOpbsA6gs,video,video,youtube-link,eng,,
josephy0364,54QR92Dn7IM,Vic Coggins Backcountry,,,Josephy Library,,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYY54QR92Dn7IM,video,video,youtube-link,eng,,
josephy0365,-Vgz1FIfsRQ,Big Read: Vietnam,,,Josephy Library,2017-01-17,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYY-Vgz1FIfsRQ,video,video,youtube-link,eng,,
josephy0366,xUkMqe9UGJE,Wallowa Resources Forest Stewardship,,,Josephy Library,,,,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYxUkMqe9UGJE,video,video,youtube-link,eng,,
josephy0367,pFWoG3-wUcM,Wallowa History Center,,,Josephy Library,,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYpFWoG3-wUcM,video,video,youtube-link,eng,,
josephy0368,fCcK0kiCI74,David Weaver,,,Josephy Library,,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYfCcK0kiCI74,video,video,youtube-link,eng,,
josephy0369,YclLZwaXx-M,Wallowa Mountains Hells Canyon Trails,,,Josephy Library,,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYYclLZwaXx-M,video,video,youtube-link,eng,,
josephy0370,ctRCNRHoyJg,2018 Christmas Story,,,Josephy Library,,,brown bag,,,45.356029,-117.230425,Josephy Library Video Collection,https://youtu.be/VIXj2CtJtYYctRCNRHoyJg,video,video,youtube-link,eng,,
josephy0371,,Josephy Library at Fishtrap,,Josephy Library,"Enterprise, OR",2015,(two copies),,,,,,Wallowa County History Collection,Josephy-Library-at-Fishtrap,brochure,record,listing,eng,,
josephy0372,,At Wallowa Lake,,,"Joseph, OR",,(includes info on Eagle Cap Wilderness Station at Wallowa Lake),,,,,,Wallowa County History Collection,At-Wallowa-Lake,brochure,record,listing,eng,,
josephy0373,,"Wallowa: Gateway to the land of Chief Joseph,,,,,Wallowa and Nez Perce history",Oregon Division of Continuing Education,Oregon Division of Continuing Education,"La Grande, OR",1973-07-29,,,,,,,Wallowa County History Collection,Wallowa-Gateway-to-the-land-of-Chief-Joseph-Wallowa-and-Nez-Perce-history,brochure,record,listing,eng,,
josephy0374,,Wallowa Lake: Best Kept Secret,Chieftain,Chieftain,"Enterprise, OR",,Wallowa Co. Chieftain supplement,,,,,,Wallowa County History Collection,Wallowa-Lake-Best-Kept-Secret,brochure,record,listing,eng,,
josephy0375,,Wallowa ’73: Continuing Education at Wallowa Lake,,,,,,,,,,,Wallowa County History Collection,Wallowa-73-Continuing-Education-at-Wallowa-Lake,brochure,record,listing,eng,,
josephy0376,,Wallowa Lake Lodge: the Switzerland of America,,,"Joseph, OR",,,,,,,,Wallowa County History Collection,Wallowa-Lake-Lodge-the-Switzerland-of-America,brochure,record,listing,eng,,
josephy0377,,Wallowa Valley Art Festival: sixteenth annual,,,"Joseph, OR",,,,,,,,Wallowa County History Collection,Wallowa-Valley-Art-Festival-sixteenth-annual,brochure,record,listing,eng,,
josephy0378,,Farwell to Hells Canyon,John Skow,Saturday Evening Post,,1967-07-01,,,,,,,Wallowa County History Collection,Farwell-to-Hells-Canyon,WC History misc,record,listing,eng,,
josephy0379,,NE Oregon’s Magazine,,,,2016,,,,,,,Wallowa County History Collection,NE-Oregon-s-Magazine,WC History misc,record,listing,eng,,
josephy0380,,A Picturesque Burial Ceremony,D.B. Reavis,"The Pacific Northwest (Vol. 1, No. 1)",,1928,"on Old Chief Joseph reburial, including photos, May 1928 (on shelf with Alvin Josephy magazine articles)",,,,,,Wallowa County History Collection,A-Picturesque-Burial-Ceremony,WC History misc,record,listing,eng,,
josephy0381,,"The Rustic Valley Vol. IV, No. 1; A Foxfire Project",,,,1991-04-01,April 1991 edition,,,,,,Wallowa County History Collection,The-Rustic-Valley-Vol-IV-No-1-A-Foxfire-Project,WC History misc,record,listing,eng,,
josephy0382,,Signal Mountain: Northeast Oregon’s Own Historical Magazine,,Signal Moutain,"Enterprise,OR",1997;1998;1999;2000;2001,"Includes: Summer 1997 vol. 1, no. 1, (two copies); Fall 1997 vol. 1, no. 2; Spring 1998 vol. 1, no. 4; Summer 1998 vol. 1, no. 5; Fall 1998 vol. 1, no. 6 (two copies);Winter 1998/1999 vol. 1, no. 7 (two copies); Spring 1999 vol. 1, no. 8 (two copies);Summer 1999 vol. 2, no. 1 (two copies); Fall 1999 vol. 2, no. 2 (two copies);Winter 1999-2000 vol. 2, no. 3 (two copies), 'Otis Halfmoon and the Nez Perce'; Spring 2000 vol.2, no. 4; Spring 2001 vol. 2 no. 5",,,,,,Wallowa County History Collection,Signal-Mountain-Northeast-Oregon-s-Own-Historical-Magazine,WC History misc,record,listing,eng,,
josephy0383,,The Deepest Canyon on the Continent,,Travel,,1992-05-01,"p. 10, May 1992",,,,,,Wallowa County History Collection,The-Deepest-Canyon-on-the-Continent,WC History misc,record,listing,eng,,
josephy0384,,The Wallowas - 2012 Wallowa County Visitor Guide,,allowa County Chieftain,"Enterprise, OR",2012,,,,,,,Wallowa County History Collection,The-Wallowas-2012-Wallowa-County-Visitor-Guide,WC History misc,record,listing,eng,,
josephy0385,,"The Bly (and Edgmand) Ranch, A Pictorial History",Mike Edgmand,,,2005-11-05,"Includes: Ranch History: An Addendum, Mike Edgmand, July 4, 2006; Traveling to Lower Joseph Creek: A Pictorial History, Mike Edgmand, undated",,,,,,Wallowa County History Collection,The-Bly-and-Edgmand-Ranch-A-Pictorial-History,manuscripts,record,listing,eng,,
josephy0386,,The Horner Papers Index,Melanie Harvey,,,2004,"Includes: Box 1, Vol. 1, A; Vol. 2, A; Vol. 1, B; Vol. 2, B",,,,,,Wallowa County History Collection,The-Horner-Papers-Index,manuscripts,record,listing,eng,,
josephy0387,,Historical Sketches of the Wallowa National Forest,Gerald J. Tucker,,,1954,"Includes: Folders One and Two
",,,,,,Wallowa County History Collection,Historical-Sketches-of-the-Wallowa-National-Forest,manuscripts,record,listing,eng,,
josephy0388,,Avery Bell Celebrates 81st Birthday; Tells of Early Life on Upper Imnaha,Avery Bell,Wallowa Co. Chieftain,"Enterprise, OR,",1962-10-18,,,,,,,Wallowa County History Collection,Avery-Bell-Celebrates-81st-Birthday-Tells-of-Early-Life-on-Upper-Imnaha,WC History misc,record,listing,eng,,
josephy0389,,Bombers Landing an Emotional Event,,Wallowa County Chieftain,"Enterprise, OR,",2013-01-30,"re: May 30, 1944",,,,,,Wallowa County History Collection,Bombers-Landing-an-Emotional-Event,WC History misc,record,listing,eng,,
josephy0390,,"Enterprise High School Class of 1937, newspaper photo of 60th year reunion",,Wallowa County Chieftain,"Enterprise, OR",1987-07-19,,,,,,,Wallowa County History Collection,Enterprise-High-School-Class-of-1937-newspaper-photo-of-60th-year-reunion,WC History misc,record,listing,eng,,
josephy0391,,Fire Destroys Landmark Building,,Wallowa County Chieftain,"Enterprise, OR",1991-10-03,"re: Enterprise HS, first public high school, later hospital and apartments",,,,,,Wallowa County History Collection,Fire-Destroys-Landmark-Building,WC History misc,record,listing,eng,,
josephy0392,,The Fruit Merchants of Hells Canyon: the story of Archibald Ritchie & John Eckles on the Payette National Forest,Sheila D. Reddy,"US Dept. of Agriculture, Intermountain Region",,1994-10-01,Issue: October 1994,,,,,,Wallowa County History Collection,The-Fruit-Merchants-of-Hells-Canyon-the-story-of-Archibald-Ritchie-John-Eckles-on-the-Payette-National-Forest,WC History misc,record,listing,eng,,
josephy0393,,"Growth and Trends in Emigrant Populations: Wallowa Precinct of Union Co., OR 1871-1930",Jon and Donna Skovlin,Union Co. Cultural Enrichment Grant,"Union County, Oregon",2007-05-15,Produced for county enrichment grant in May 2007,,,,,,Wallowa County History Collection,Growth-and-Trends-in-Emigrant-Populations-Wallowa-Precinct-of-Union-Co-OR-1871-1930,WC History misc,record,listing,eng,,
josephy0394,,Joseph Bank Robbery Ended on a Happy Note,Grace Bartlett,,"Walla Walla, WA",1971,"(story of Dave Tucker, a local man who after serving time for his part in the robbery, became vice-president of the bank)",,,,,,Wallowa County History Collection,Joseph-Bank-Robbery-Ended-on-a-Happy-Note,WC History misc,record,listing,eng,,
josephy0395,,The McClaren Ranch,,Western Horseman,,1998-07-01,July 1998 issue,,,,,,Wallowa County History Collection,The-McClaren-Ranch,WC History misc,record,listing,eng,,
josephy0396,,Portland Hunter Dies After Dramatic Rescue,,Wallowa County Chieftain,"Enterprise, OR",1992-11-12,"Nov. 12, 1992 edition",,,,,,Wallowa County History Collection,Portland-Hunter-Dies-After-Dramatic-Rescue,WC History misc,record,listing,eng,,
josephy0397,,"Postcards of Minam Hotel and The Loop, Lewiston Hill Highway, ID",,,,,,,,,,,Wallowa County History Collection,Postcards-of-Minam-Hotel-and-The-Loop-Lewiston-Hill-Highway-ID,WC History misc,record,listing,eng,,
josephy0398,,"The Snake River Massacre of Chinese Miners, 1887",Davis H. Stratton,,,,"in Chap. 8, A Taste of the West: Essays in Honor of Robert G. Athearn",,,,,,Wallowa County History Collection,The-Snake-River-Massacre-of-Chinese-Miners-1887,WC History misc,record,listing,eng,,
josephy0399,,Uncovering a Massacre - files on an 1887 ambush of Chinese gold miners crop up in a courthouse safe,,Lewiston Morning Tribune,"Lewiston, ID",1995-09-18,"September 18, 1995 edition",,,,,,allowa County History Collection,Uncovering-a-Massacre-files-on-an-1887-ambush-of-Chinese-gold-miners-crop-up-in-a-courthouse-safe,WC History misc,record,listing,eng,,
josephy0400,,Three Men of Wallowa,George Truman Kercheval,,,1888,"A chapter from Lorin Mooruck and Other Indian Stories by George Truman Kercheval, 1888",,,,,,Wallowa County History Collection,Three-Men-of-Wallowa,WC History misc,record,listing,eng,,
josephy0401,,Urban Growth Zoning Fools Local Officials,,Wallowa County Chieftain,"Enterprise, OR",1991-10-24,,,,,,,Wallowa County History Collection,Urban-Growth-Zoning-Fools-Local-Officials,WC History misc,record,listing,eng,,
josephy0402,,"Wallowa County’s First 100 Years, includeing article ‘Nez Perce Battled to Keep Homeland",Grace Bartlett,The Observer,"La Grande, OR",1987-02-12,,,,,,,Wallowa County History Collection,Wallowa-County-s-First-100-Years-includeing-article-Nez-Perce-Battled-to-Keep-Homeland,WC History misc,record,listing,eng,,
josephy0403,,Wallowa County listing of Oral History Resources in Wallowa County Museum,,Wallowa County Museum,"Joseph, OR",,prepared by Caryl Coppin,,,,,,Wallowa County History Collection,Wallowa-County-listing-of-Oral-History-Resources-in-Wallowa-County-Museum,WC History misc,record,listing,eng,,
josephy0404,,Wallowa County Map,,,,1974,(on shelf of Wallowa Country material),,,,,,Wallowa County History Collection,Wallowa-County-Map,WC History misc,record,listing,eng,,
josephy0405,,Wallowa County Railroad Logging History: a few talking points,,,,1914-01-14,"With DVD -- pertains to January 14, 1914 not made then",,,,,,Wallowa County History Collection,Wallowa-County-Railroad-Logging-History-a-few-talking-points,WC History misc,record,listing,eng,,
josephy0406,,Wallowa Co. Chieftain Special Edition,,Wallowa County Chieftain,"Enterprise, OR",1949-06-23,,,,,,,Wallowa County History Collection,Wallowa-Co-Chieftain-Special-Edition,WC History misc,record,listing,eng,,
josephy0407,,Wallowa Co. Chieftain Special Centennial Edition,,Wallowa County Chieftain,"Enterprise, OR",1987,,,,,,,Wallowa County History Collection,Wallowa-Co-Chieftain-Special-Centennial-Edition,WC History misc,record,listing,eng,,
josephy0408,,Wave of Fire Plagues Enterprise: 1970-71,,WWallowa County Chieftain,"Enterprise, OR",2016-02-24,,,,,,,Wallowa County History Collection,Wave-of-Fire-Plagues-Enterprise-1970-71,WC History misc,record,listing,eng,,
josephy0409,,Background to the Treaty with the Nez Perce in 1855,"Chris Lewis""",,"Enterprise, OR",1979-04-15,"April 1979 student paper for the class,'History of Wallowa County,’ for instructors Grace Bartlett and Dr. Charles Coate",,,,,,Wallowa County History Collection,Background-to-the-Treaty-with-the-Nez-Perce-in-1855,student papers,record,listing,eng,,
josephy0410,,The Basque in Wallowa County: Cherry Creek Sheep Country,author unknown,,"Enterprise, OR",1979-04-15,"April 1979 student paper for the class,'History of Wallowa County,’ for instructors Grace Bartlett and Dr. Charles Coate",,,,,,Wallowa County History Collection,The-Basque-in-Wallowa-County-Cherry-Creek-Sheep-Country,student papers,record,listing,eng,,
josephy0411,,Biography of Fred C. Himelwright,Maxine (Himelwright) Kooch,,"Enterprise, OR",1979-04-15,"April 1979 student paper for the class,'History of Wallowa County,’ for instructors Grace Bartlett and Dr. Charles Coate",,,,,,Wallowa County History Collection,Biography-of-Fred-C-Himelwright,student papers,record,listing,eng,,
josephy0412,,Buildings of Wallowa: Past and Present,Nancy L. Attebury,,"Enterprise, OR",1979-04-15,"April 1979 student paper for the class,'History of Wallowa County,’ for instructors Grace Bartlett and Dr. Charles Coate",,,,,,Wallowa County History Collection,Buildings-of-Wallowa-Past-and-Present,student papers,record,listing,eng,,
josephy0413,,Chief Joseph – War Chief,Debbie Hadden,,"Enterprise, OR",1979-04-15,"April 1979 student paper for the class,'History of Wallowa County,’ for instructors Grace Bartlett and Dr. Charles Coate",,,,,,Wallowa County History Collection,Chief-Joseph-War-Chief,student papers,record,listing,eng,,
josephy0414,,"A Duel Biography Concerning Edith Varner Reese and Robert Reese, Jr.",Charleen R. Haines,,"Enterprise, OR",1979-04-15,"April 1979 student paper for the class,'History of Wallowa County,’ for instructors Grace Bartlett and Dr. Charles Coate",,,,,,Wallowa County History Collection,A-Duel-Biography-Concerning-Edith-Varner-Reese-and-Robert-Reese-Jr-,student papers,record,listing,eng,,
josephy0415,,Emmett and Erma: Beyond the Hard Times,Bette Huste,,"Enterprise, OR",1979-04-15,"April 1979 student paper for the class,'History of Wallowa County,’ for instructors Grace Bartlett and Dr. Charles Coate",,,,,,Wallowa County History Collection,Emmett-and-Erma-Beyond-the-Hard-Times,student papers,record,listing,eng,,
josephy0416,,Eureka,Floyd McCadden,,"Enterprise, OR",1979-04-15,"April 1979 student paper for the class,'History of Wallowa County,’ for instructors Grace Bartlett and Dr. Charles Coate",,,,,,Wallowa County History Collection,Eureka,student papers,record,listing,eng,,
josephy0417,,"First Postmistress – Zumwalt, Oregon",Kathy Leonard,,"Enterprise, OR",1979-04-15,"April 1979 student paper for the class,'History of Wallowa County,’ for instructors Grace Bartlett and Dr. Charles Coate",,,,,,Wallowa County History Collection,First-Postmistress-Zumwalt-Oregon,student papers,record,listing,eng,,
josephy0418,,Historical Encounters Along the Snake River,Charles G. Haines,,"Enterprise, OR",1979-04-15,"April 1979 student paper for the class,'History of Wallowa County,’ for instructors Grace Bartlett and Dr. Charles Coate",,,,,,Wallowa County History Collection,Historical-Encounters-Along-the-Snake-River,student papers,record,listing,eng,,
josephy0419,,History of Agriculture in the Imnaha River Country,Walter R. Eichler,,"Enterprise, OR",1979-04-15,"April 1979 student paper for the class,'History of Wallowa County,’ for instructors Grace Bartlett and Dr. Charles Coate",,,,,,Wallowa County History Collection,History-of-Agriculture-in-the-Imnaha-River-Country,student papers,record,listing,eng,,
josephy0420,,History of the Rocky Mountain Bighorn Sheep in Wallowa County,Vern Woosley,,"Enterprise, OR",1979-04-15,"April 1979 student paper for the class,'History of Wallowa County,’ for instructors Grace Bartlett and Dr. Charles Coate",,,,,,Wallowa County History Collection,History-of-the-Rocky-Mountain-Bighorn-Sheep-in-Wallowa-County,student papers,record,listing,eng,,
josephy0421,,History of the Rocky Mountain Goat in Wallowa County,Vern Woosley,,"Enterprise, OR",1979-04-15,"April 1979 student paper for the class,'History of Wallowa County,’ for instructors Grace Bartlett and Dr. Charles Coate",,,,,,Wallowa County History Collection,History-of-the-Rocky-Mountain-Goat-in-Wallowa-County,student papers,record,listing,eng,,
josephy0422,,A History of the Wallowa County Chieftain,Gail M. Swart,,"Enterprise, OR",1979-04-15,"April 1979 student paper for the class,'History of Wallowa County,’ for instructors Grace Bartlett and Dr. Charles Coate",,,,,,Wallowa County History Collection,A-History-of-the-Wallowa-County-Chieftain,student papers,record,listing,eng,,
josephy0423,,History of the Wallowa Valley,"Lorris J. Wade""",,"Enterprise, OR",1979-04-15,"April 1979 student paper for the class,'History of Wallowa County,’ for instructors Grace Bartlett and Dr. Charles Coate",,,,,,Wallowa County History Collection,History-of-the-Wallowa-Valley,student papers,record,listing,eng,,
josephy0424,,Homestead Development of Pittsburgh Ranch,Linda Farrington,,"Enterprise, OR",1979-04-15,"April 1979 student paper for the class,'History of Wallowa County,’ for instructors Grace Bartlett and Dr. Charles Coate",,,,,,Wallowa County History Collection,Homestead-Development-of-Pittsburgh-Ranch,student papers,record,listing,eng,,
josephy0425,,The Schoolboy and the Teacher: an oral history of early Wallowa County,Don McAllister,,"Enterprise, OR",1979-04-15,"April 1979 student paper for the class,'History of Wallowa County,’ for instructors Grace Bartlett and Dr. Charles Coate",,,,,,Wallowa County History Collection,The-Schoolboy-and-the-Teacher-an-oral-history-of-early-Wallowa-County,student papers,record,listing,eng,,
josephy0426,,A Study of the Nez Perce Diet,Alltrina Wisha,,"Enterprise, OR",1979-04-15,"April 1979 student paper for the class,'History of Wallowa County,’ for instructors Grace Bartlett and Dr. Charles Coate",,,,,,Wallowa County History Collection,A-Study-of-the-Nez-Perce-Diet,student papers,record,listing,eng,,
josephy0427,,"About Wallowa County: People, Places, Images",edited by Ellie Belew,Pika Press,"Enterprise, OR",2000,,,,,,,Wallowa County History Collection,About-Wallowa-County-People-Places-Images,book,record,listing,eng,,
josephy0428,,An American Vignette,Jerry Gildemeister,The Bear Wallow Publishing Company,"Union, OR",1988,,,,,,,Wallowa County History Collection,An-American-Vignette,book,record,listing,eng,,
josephy0429,,Around the Cat’s Back,Jerry Gildemeister,The Bear Wallow Publishing Company,"Union, OR",1989,(compiled from the writings and diaries of Daisy and Caroline Wasson),,,,,,Wallowa County History Collection,Around-the-Cat-s-Back,book,record,listing,eng,,
josephy0430,,Autumn Across America,Edwin Way Teale,"Dodd, Mead & Company",New York,1956,,,,,,,Wallowa County History Collection,Autumn-Across-America,book,record,listing,eng,,
josephy0431,,"About Wallowa County: People, Places, Images",edited by Ellie Belew,Pika Press,"Enterprise, OR",2000,,,,,,,Wallowa County History Collection,About-Wallowa-County-People-Places-Images,book,record,listing,eng,,
josephy0432,,An American Vignette,Jerry Gildemeister,The Bear Wallow Publishing Company,"Union, OR",1988,,,,,,,Wallowa County History Collection,An-American-Vignette,book,record,listing,eng,,
josephy0433,,Around the Cat’s Back,Jerry Gildemeister,The Bear Wallow Publishing Company,"Union, OR",1989,(compiled from the writings and diaries of Daisy and Caroline Wasson),,,,,,Wallowa County History Collection,Around-the-Cat-s-Back,book,record,listing,eng,,
josephy0434,,Autumn Across America,Edwin Way Teale,"Dodd, Mead & Company",New York,1956,,,,,,,Wallowa County History Collection,Autumn-Across-America,book,record,listing,eng,,
josephy0435,,Bits of Wallowa County Lore,Claudia Killough,Wallowa County Chieftain,"Enterprise, OR",1971,,,,,,,Wallowa County History Collection,Bits-of-Wallowa-County-Lore,book,record,listing,eng,,
josephy0436,,Carving the North End Wilderness: Flora,F. Lorlene Beddow,Crooked Arrow Publishing Co.,"Portland, OR",,(not dated),,,,,,Wallowa County History Collection,Carving-the-North-End-Wilderness-Flora,book,record,listing,eng,,
josephy0437,,"Chief Joseph’s Alps: The Wallowas, Land of Winding Waters",Dallas William Green,Golden Bell Press,"Denver, CO.",1972,,,,,,,Wallowa County History Collection,Chief-Joseph-s-Alps-The-Wallowas-Land-of-Winding-Waters,book,record,listing,eng,,
josephy0438,,Edith May,Thelma McCulloch (niece) self-published,"Joseph, OR",not dated,,"Typography and Design, Verni Moore (niece)",,,,,,Wallowa County History Collection,Edith-May,book,record,listing,eng,,
josephy0439,,"Fellers and Things: a Collection of Crude, Rough and Rude Rhymes of a Past and a Fast Passing Generation",Ben Weathers,Wallowa County Chieftain,"Enterprise, OR",1960,,,,,,,Wallowa County History Collection,Fellers-and-Things-a-Collection-of-Crude-Rough-and-Rude-Rhymes-of-a-Past-and-a-Fast-Passing-Generation,book,record,listing,eng,,
josephy0440,,5200 Thursdays in the Wallowas: A Centennial History of the Wallowa County Chieftain,Lloyd W. Coffman,Wallowa County Chieftain,"Enterprise, OR",1984,,,,,,,Wallowa County History Collection,5200-Thursdays-in-the-Wallowas-A-Centennial-History-of-the-Wallowa-County-Chieftain,book,record,listing,eng,,
josephy0441,,"The Flora Country: the Hardships and Struggles of the Matt Devin Family As Pioneers in Northern Wallowa County, Oregon",Ira R. Devin,Lower Columbia College,"Longview, WA",1971,edited by Carl Devin,,,,,,Wallowa County History Collection,The-Flora-Country-the-Hardships-and-Struggles-of-the-Matt-Devin-Family-As-Pioneers-in-Northern-Wallowa-County-Oregon,book,record,listing,eng,,
josephy0442,,Four Lines a Day: the Life and Times of an Imnaha Ranch Woman,Janie Tippett,Pika Press,"Enterprise, OR",2010,,,,,,,Wallowa County History Collection,Four-Lines-a-Day-the-Life-and-Times-of-an-Imnaha-Ranch-Woman,book,record,listing,eng,,
josephy0443,,From the Wallowas,Grace Bartlett,Pika Press,"Enterprise, OR",1992,,,,,,,Wallowa County History Collection,From-the-Wallowas,book,record,listing,eng,,
josephy0444,,Gateway to the Wallowas,Irene Locke Barklow,Enchantments Publishing of Oregon,"Wallowa, OR",2003,,,,,,,Wallowa County History Collection,Gateway-to-the-Wallowas,book,record,listing,eng,,
josephy0445,,Geology of Oregon,Ewart M. Baldwin,Kendall Hunt Publishing Co.,"Dubuque, IA",1976,,,,,,,Wallowa County History Collection,Geology-of-Oregon,book,record,listing,eng,,
josephy0446,,"The Geology of Part of the Wallowa Mountains, bulletin no. 3",C.P. Ross of the United States Geological Survey,State of Oregon Department of Geology and Mineral Industries,"Portland, OR",1938,,,,,,,Wallowa County History Collection,The-Geology-of-Part-of-the-Wallowa-Mountains-bulletin-no-3,book,record,listing,eng,,
josephy0447,,"Gone But Not Forgotten: the Pioneers of the I.O.O.F Cemetery, Joseph, OR, Their Lives and Times",compiled by the Hurricane Creek Grange Community Service Committee,the Hurricane Creek Grange,,1998,,,,,,,Wallowa County History Collection,Gone-But-Not-Forgotten-the-Pioneers-of-the-I-O-O-F-Cemetery-Joseph-OR-Their-Lives-and-Times,book,record,listing,eng,,
josephy0448,,"Hell’s Canyon, the Deepest Gorge on Earth",William Ashworth,"Hawthorne Books, Inc.","Publishers, NY",1977,,,,,,,Wallowa County History Collection,Hell-s-Canyon-the-Deepest-Gorge-on-Earth,book,record,listing,eng,,
josephy0449,,"Hell’s Canyon & the Middle Snake River, a story of the land and its people",Carole Simon-Smolinski,Confluence Press,"Lewiston, ID",2008,"(includes Ralph ""Ace” Barton’s obit in Chieftain 9/11/13)",,,,,,Wallowa County History Collection,Hell-s-Canyon-the-Middle-Snake-River-a-story-of-the-land-and-its-people,book,record,listing,eng,,
josephy0450,,Heritage of the Wallowas: Life as it was . . .,Ethel Halsey Scott,"The Record Courier, Printers","Baker, OR",1980,,,,,,,Wallowa County History Collection,Heritage-of-the-Wallowas-Life-as-it-was-,book,record,listing,eng,,
josephy0451,,Hiking the High Wallowas and Hell’s Canyon,"edited by Frank Conley (preface to revised edition, Rich Wandschneider)",Pika Press,"Enterprise, OR",1995,,,,,,,Wallowa County History Collection,Hiking-the-High-Wallowas-and-Hell-s-Canyon,book,record,listing,eng,,
josephy0452,,Hiking Oregon’s Geology,Ellen Morris Bishop and John Eliot Allen,The Mountaineers,"Seattle, WA",1996,,,,,,,Wallowa County History Collection,Hiking-Oregon-s-Geology,book,record,listing,eng,,
josephy0453,,"Historic Glimpses of Asotin County, Washington",Judge Elgin V. Kuykendall,Clarkston Herald Press,"Clarkston, WA",1954,,,,,,,Wallowa County History Collection,Historic-Glimpses-of-Asotin-County-Washington,book,record,listing,eng,,
josephy0454,,Home Below Hell’s Canyon,Grace Jordan,"Thomas Y. Crowell ""Company","NY""",1954,,,,,,,Wallowa County History Collection,Home-Below-Hell-s-Canyon,book,record,listing,eng,,
josephy0455,,I Remember,a Memoir of Homesteading Days in Oregon’s Wallowa Valley,Kate J. Goebel,Bear Creek Press,2002,,,,,,,Wallowa County History Collection,I-Remember,book,record,listing,eng,,
josephy0456,,"Life in Hell’s Canyon, a private view","Doris ""Wilson",CHJ Publishing,"Middleton, ID",2002,,,,,,,Wallowa County History Collection,Life-in-Hell-s-Canyon-a-private-view,book,record,listing,eng,,
josephy0457,,"Living with Thunder: Exploring the Geologic Past, Present and Future of the Pacific Northwest",Ellen Morris Bishop,Oregon State University Press,"Corvallis, OR",2014,,,,,,,Wallowa County History Collection,Living-with-Thunder-Exploring-the-Geologic-Past-Present-and-Future-of-the-Pacific-Northwest,book,record,listing,eng,,
josephy0458,,The Lockley Files: Conversations with Pioneer Women,Fred Lockley (compiled and edited by Mike Helm),Rainy Day Press,"Eugene, OR",1981,"second edition, 1993",,,,,,Wallowa County History Collection,The-Lockley-Files-Conversations-with-Pioneer-Women,book,record,listing,eng,,
josephy0459,,"Looking Back at Enterprise, Oregon: a Photographic Portrait",Mark Highberger,editor; Bear Creek Press,"Wallowa, OR",2001,,,,,,,Wallowa County History Collection,Looking-Back-at-Enterprise-Oregon-a-Photographic-Portrait,book,record,listing,eng,,
josephy0460,,"Looking Back at Our Town: a Photographic Portrait of Wallowa, Oregon",edited by Mike Highberger,Bear Creek Press,"Joseph, OR",2001,A project of the Wallowa History Center,,,,,,Wallowa County History Collection,Looking-Back-at-Our-Town-a-Photographic-Portrait-of-Wallowa-Oregon,book,record,listing,eng,,
josephy0461,,Memoirs of Alexander B. and Sarah Jane Findley Books 1 & 2,H.R. Findley,self-published,"Joseph, OR",1962,"reprinted, August 1995; copy for Josephy Library, January 2017",,,,,,Wallowa County History Collection,Memoirs-of-Alexander-B-and-Sarah-Jane-Findley-Books-1-2,book,record,listing,eng,,
josephy0462,,My Days in Northeast Oregon,a Memoir of Wagon Trains & Pack Strings in the 1890’s,Henry C. Brown,Bear Creek Press,2002,,,,,,,Wallowa County History Collection,My-Days-in-Northeast-Oregon,book,record,listing,eng,,
josephy0463,,My Eastern Oregon,Dr. J.R. Groupe,Lariat Trail Publishing,"Joseph, OR",2013,,,,,,,Wallowa County History Collection,My-Eastern-Oregon,book,record,listing,eng,,
josephy0464,,Nez Perce Country,Alvin M. Josephy Jr.,(forward by Jeremy FiveCrows),University of Nebraska Press,2007,,,,,,,Wallowa County History Collection,Nez-Perce-Country,book,record,listing,eng,,
